crop_type,region,soil_type,rainfall_mm,temperature_c,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,pest_risk,yield_ton_per_hectare
Wheat,North,Clay,565.34,21.15,69.67,6.28,101.54,111.63,126.69,2.34,6.528
Wheat,North,Clay,419.11,18.3,55.82,6.56,61.47,77.57,65.96,7.71,3.329
Wheat,Central,Sandy,891.0,23.54,71.35,6.48,128.97,57.39,112.42,6.06,5.084
Wheat,South,Clay,521.12,25.55,48.73,6.32,131.49,49.91,83.81,5.09,7.014
Wheat,North,Alluvial,819.12,26.37,80.19,6.43,97.94,78.04,115.44,0.83,4.983
Wheat,East,Sandy,588.78,19.85,90.91,6.55,105.05,66.03,106.47,3.4,6.257
Wheat,Central,Alluvial,512.11,20.71,70.9,6.94,50.0,56.72,30.48,8.04,4.046
Wheat,East,Clay,817.78,20.85,56.97,5.85,158.87,111.3,65.89,2.31,5.51
Wheat,Central,Black,458.49,17.15,72.77,7.2,56.37,50.95,60.27,1.5,4.655
Wheat,Central,Clay,599.66,19.63,68.41,7.0,98.11,25.52,57.83,8.22,3.751
Wheat,North,Sandy,701.81,14.03,87.93,6.65,85.18,61.68,139.24,5.7,7.098
Wheat,North,Loamy,842.93,22.93,67.02,7.42,110.52,80.2,120.08,7.58,4.402
Wheat,East,Alluvial,833.6,16.75,49.91,6.99,150.56,40.11,129.1,8.04,3.563
Wheat,West,Alluvial,642.99,21.38,90.12,7.2,50.74,82.71,59.14,7.55,3.284
Wheat,East,Sandy,612.84,15.42,50.4,6.17,116.33,46.39,144.91,6.71,4.992
Wheat,East,Loamy,824.49,29.7,81.25,5.82,49.48,76.01,119.95,7.79,3.153
Wheat,North,Loamy,476.73,20.37,75.97,6.3,107.62,75.07,132.17,3.34,8.766
Wheat,East,Clay,471.53,16.7,49.28,6.74,37.22,100.46,90.68,3.68,7.309
Wheat,East,Sandy,282.33,20.01,57.98,7.31,148.45,72.74,117.2,8.21,6.487
Wheat,Central,Sandy,691.83,19.12,80.15,7.35,115.4,75.97,85.62,2.93,4.773
Wheat,Central,Sandy,742.41,22.26,69.7,7.01,52.09,96.62,110.24,6.06,4.871
Wheat,West,Clay,610.61,17.07,70.29,5.76,87.17,114.08,104.36,8.16,4.744
Wheat,South,Loamy,488.4,24.17,92.78,6.86,135.21,71.51,59.0,2.75,6.125
Wheat,South,Black,816.11,20.13,88.04,6.64,103.62,74.59,95.79,4.94,5.055
Wheat,Central,Black,760.24,17.14,84.07,6.6,69.97,48.42,69.44,5.22,3.759
Wheat,East,Black,886.67,19.92,65.07,6.38,56.55,79.03,140.18,4.18,4.584
Wheat,North,Sandy,544.1,16.27,75.62,6.3,137.71,58.18,73.75,5.32,6.673
Wheat,East,Clay,685.29,18.86,50.59,6.29,124.81,65.82,111.42,6.72,5.955
Wheat,South,Clay,601.46,20.38,60.72,6.85,131.71,91.17,133.25,3.05,8.263
Wheat,West,Clay,965.03,20.08,48.93,6.72,151.88,79.44,114.15,6.37,4.426
Wheat,North,Clay,604.5,13.6,82.46,6.84,40.3,71.49,37.49,2.5,4.385
Wheat,South,Loamy,873.12,17.03,61.14,6.96,53.97,54.98,122.25,1.69,4.49
Wheat,North,Alluvial,528.12,27.14,82.45,7.25,52.02,89.44,141.49,4.19,7.198
Wheat,South,Loamy,763.87,24.65,49.78,6.36,138.22,87.71,108.01,2.58,7.931
Wheat,North,Black,443.17,15.85,48.43,7.21,83.78,68.35,104.17,9.13,4.497
Wheat,Central,Black,633.29,15.97,49.51,6.26,80.25,56.23,53.88,3.61,4.421
Wheat,South,Black,642.62,24.15,51.95,6.74,156.49,61.89,135.3,7.14,5.651
Wheat,West,Loamy,562.76,21.41,74.24,5.92,124.54,91.29,94.66,7.58,5.677
Wheat,South,Clay,409.56,17.71,56.73,7.29,133.05,82.66,57.81,5.18,6.098
Wheat,East,Black,671.98,19.19,83.65,7.33,107.11,25.19,77.02,6.81,3.911
Wheat,North,Alluvial,299.41,15.83,77.24,6.72,106.13,96.1,48.72,8.66,5.119
Wheat,South,Sandy,810.49,18.27,91.85,6.11,35.02,58.61,30.67,1.99,2.062
Wheat,South,Loamy,831.86,19.76,62.89,6.74,60.87,36.77,32.79,6.01,4.405
Wheat,East,Loamy,555.13,19.15,75.11,6.6,88.02,41.33,88.32,9.2,3.996
Wheat,East,Loamy,506.13,18.36,68.09,6.27,111.17,26.74,77.22,9.68,3.42
Wheat,West,Alluvial,487.47,18.7,66.27,6.86,133.65,41.65,55.02,5.9,5.84
Wheat,South,Sandy,443.47,24.59,48.96,6.84,163.3,110.05,99.9,8.36,5.764
Wheat,Central,Black,632.33,19.29,56.68,6.47,78.13,18.96,29.39,4.37,7.05
Wheat,Central,Black,704.88,24.09,92.57,6.68,164.71,83.26,79.52,4.56,6.951
Wheat,West,Alluvial,657.43,20.97,60.87,7.15,83.89,102.92,93.88,8.88,4.255
Wheat,West,Black,618.62,24.51,62.34,6.76,120.95,50.89,77.15,5.68,6.017
Wheat,Central,Sandy,427.63,22.08,54.73,6.93,163.41,93.9,67.14,7.59,5.878
Wheat,West,Alluvial,585.28,20.81,57.76,6.13,47.26,107.92,136.82,7.23,5.714
Wheat,West,Sandy,826.04,21.76,58.5,6.83,159.93,19.32,111.66,6.04,3.607
Wheat,West,Black,478.87,24.7,66.71,6.41,153.65,85.11,49.2,2.87,7.511
Wheat,East,Black,309.45,27.32,89.15,5.97,126.77,29.27,102.48,6.18,6.705
Wheat,West,Alluvial,529.95,20.04,82.64,6.43,153.38,22.13,50.53,5.09,5.553
Wheat,South,Clay,685.74,14.1,62.55,6.37,167.93,26.53,107.43,3.74,6.232
Wheat,South,Alluvial,958.32,13.82,85.08,7.19,64.46,29.83,56.44,7.42,3.588
Wheat,Central,Alluvial,705.18,22.1,51.04,7.37,98.77,111.25,142.43,2.66,5.877
Wheat,East,Clay,547.57,23.71,91.49,6.88,41.81,108.84,138.75,0.84,6.505
Wheat,West,Loamy,790.28,24.46,67.85,7.05,164.49,74.22,97.69,9.57,4.491
Wheat,East,Sandy,915.29,24.78,50.93,7.63,124.31,110.04,99.05,7.51,2.274
Wheat,Central,Sandy,621.88,21.4,82.18,6.48,110.47,43.7,58.69,8.69,3.329
Wheat,Central,Alluvial,438.29,21.49,67.88,6.21,154.39,46.91,111.22,2.74,7.939
Wheat,North,Clay,493.47,14.44,63.17,7.42,78.34,91.74,126.72,2.06,7.046
Wheat,South,Black,854.47,19.32,78.23,7.02,48.73,91.63,93.35,9.02,2.082
Wheat,North,Black,750.22,17.5,54.48,7.02,71.59,34.43,141.31,5.07,4.681
Wheat,West,Loamy,378.04,20.41,84.19,6.24,80.09,40.41,121.45,7.88,5.931
Wheat,South,Black,845.16,24.35,62.7,7.4,165.46,91.26,73.73,5.51,5.009
Wheat,North,Sandy,396.36,18.89,81.03,6.36,134.37,55.02,107.75,8.93,6.079
Wheat,East,Clay,417.09,19.34,86.58,6.65,87.99,81.27,46.07,9.61,3.394
Wheat,Central,Loamy,588.58,16.42,49.25,6.26,47.2,113.06,96.69,4.93,7.118
Wheat,North,Loamy,613.37,23.17,77.88,6.94,71.55,72.78,108.51,5.46,5.941
Wheat,East,Alluvial,524.61,16.81,80.51,6.32,87.04,80.33,30.45,5.22,4.991
Wheat,Central,Loamy,508.1,20.05,75.03,6.45,49.94,62.88,52.97,3.78,4.807
Wheat,East,Sandy,426.83,23.08,69.83,6.82,114.55,33.28,74.23,4.09,6.927
Wheat,West,Clay,284.6,19.87,74.89,5.25,126.5,19.85,79.01,5.15,4.862
Wheat,South,Black,631.97,23.88,80.55,6.63,129.42,108.85,83.21,2.16,6.446
Wheat,North,Sandy,675.24,21.63,89.48,6.45,44.09,78.0,30.68,7.43,3.21
Wheat,East,Sandy,886.2,20.1,93.92,6.39,79.41,96.75,141.34,4.09,3.827
Wheat,South,Clay,789.53,19.92,68.35,6.43,167.64,63.51,128.04,4.4,5.791
Wheat,West,Sandy,618.56,14.54,86.05,7.67,106.77,55.61,28.82,5.54,3.135
Wheat,East,Loamy,636.19,20.8,69.03,6.53,141.76,18.85,120.92,3.85,6.239
Wheat,North,Clay,750.68,14.83,69.98,5.95,101.74,64.13,84.69,7.43,3.139
Wheat,West,Sandy,509.22,18.78,79.32,6.72,128.86,90.14,40.53,9.36,3.807
Wheat,West,Alluvial,352.19,17.48,61.06,5.68,142.26,38.77,70.31,4.44,6.377
Wheat,North,Black,535.07,20.83,87.32,7.22,64.38,66.44,88.2,4.08,4.242
Wheat,West,Black,433.0,21.75,58.93,6.53,67.17,22.02,100.03,7.68,4.5
Wheat,East,Sandy,518.9,18.66,86.51,7.04,135.43,28.18,54.9,3.59,5.077
Wheat,North,Alluvial,717.34,21.14,83.28,6.43,87.66,61.34,137.96,3.0,6.247
Wheat,West,Sandy,506.02,22.38,66.95,6.79,168.56,94.69,93.46,6.58,6.997
Wheat,East,Clay,727.23,17.56,70.96,6.77,150.03,80.29,80.32,6.56,5.996
Wheat,South,Loamy,622.26,14.55,60.92,6.84,132.3,76.37,143.48,9.28,5.937
Wheat,South,Black,684.7,24.38,51.51,6.55,138.74,83.45,77.59,5.54,6.158
Wheat,West,Alluvial,468.16,18.55,58.9,6.47,146.36,33.45,144.44,7.9,5.884
Wheat,South,Black,691.96,17.5,59.56,6.91,71.15,69.31,137.96,2.35,7.242
Wheat,East,Loamy,440.3,23.58,64.27,6.58,40.91,74.23,112.68,2.0,6.607
Wheat,North,Sandy,579.43,18.88,90.58,6.6,90.28,23.4,38.26,3.97,5.588
Wheat,North,Black,434.48,17.89,78.17,6.25,147.97,47.2,75.47,6.91,6.484
Wheat,East,Sandy,433.0,26.06,89.47,7.57,132.9,80.98,53.81,1.79,5.182
Wheat,Central,Clay,756.76,22.68,56.63,6.29,64.86,40.37,63.46,3.75,4.335
Wheat,East,Black,856.79,17.66,81.48,6.33,140.39,69.19,117.49,7.06,5.46
Wheat,Central,Black,513.4,18.92,77.19,5.7,102.35,104.64,86.04,3.36,6.818
Wheat,North,Clay,449.15,20.14,51.56,5.97,50.87,27.61,108.21,5.03,5.166
Wheat,West,Black,688.31,19.83,76.09,6.95,46.88,102.57,136.78,1.71,6.124
Wheat,East,Black,397.2,19.87,74.84,7.52,95.49,33.42,128.03,5.81,6.108
Wheat,North,Clay,339.84,14.6,50.57,6.57,120.88,39.29,31.31,2.03,6.56
Wheat,South,Alluvial,547.89,22.93,71.29,7.18,84.33,97.72,28.55,8.42,4.166
Wheat,South,Black,639.45,18.38,71.67,7.33,159.83,110.54,44.41,8.33,5.221
Wheat,West,Clay,435.39,17.38,53.34,6.27,39.48,65.47,43.52,1.25,5.621
Wheat,North,Loamy,603.14,24.2,91.18,6.85,123.79,40.27,37.86,5.46,5.259
Wheat,East,Sandy,504.67,28.24,67.35,7.05,41.4,105.23,36.78,7.89,5.023
Wheat,Central,Loamy,541.95,26.49,67.74,7.27,162.41,108.26,72.01,7.02,6.253
Wheat,West,Loamy,706.94,17.1,56.07,6.85,76.3,99.49,64.82,4.23,5.593
Wheat,South,Black,983.3,21.01,90.53,6.31,116.46,22.46,141.59,3.5,2.65
Wheat,North,Clay,387.51,15.39,53.75,7.33,47.75,34.34,103.04,3.55,5.977
Wheat,Central,Sandy,418.75,22.57,68.96,7.46,151.75,64.37,134.47,3.49,7.76
Wheat,South,Alluvial,561.17,19.7,58.15,6.57,121.83,51.66,73.33,8.2,4.768
Wheat,North,Black,525.74,19.94,79.44,7.63,111.25,91.85,113.94,7.26,6.027
Wheat,East,Clay,615.15,16.13,53.13,7.42,124.96,87.76,126.89,3.38,7.956
Wheat,Central,Black,586.38,18.62,65.13,6.58,57.49,62.25,44.5,5.07,4.399
Wheat,North,Sandy,592.8,17.6,91.05,7.2,121.87,37.29,101.38,5.74,5.123
Wheat,Central,Clay,485.31,17.6,87.95,6.35,87.58,101.5,96.96,5.53,6.641
Wheat,West,Loamy,823.95,17.93,83.89,6.6,101.54,59.02,132.28,4.38,6.038
Wheat,East,Clay,633.29,18.12,59.93,5.64,105.73,36.89,65.63,7.29,3.476
Wheat,North,Alluvial,778.72,23.91,53.99,6.82,42.48,114.59,75.58,5.8,5.111
Wheat,Central,Sandy,723.06,22.14,64.97,6.64,128.78,35.54,81.99,9.04,2.528
Wheat,South,Clay,473.1,23.94,93.78,7.38,97.28,69.31,126.33,1.66,6.719
Wheat,Central,Black,493.5,25.36,80.87,6.48,138.23,85.98,93.94,7.51,7.639
Wheat,North,Clay,600.07,18.02,88.53,6.63,126.0,101.24,38.08,7.42,5.521
Wheat,East,Sandy,391.6,21.21,85.03,5.87,64.26,68.52,44.97,2.34,3.815
Wheat,East,Loamy,821.03,21.34,76.53,6.06,108.68,84.28,37.98,3.77,3.502
Wheat,North,Clay,458.93,18.9,52.97,6.95,100.39,104.68,37.55,5.89,6.079
Wheat,South,Black,492.05,23.24,65.41,6.87,107.62,48.02,57.57,6.17,5.444
Wheat,North,Alluvial,863.99,20.33,76.37,7.17,48.34,98.25,95.33,9.36,1.914
Wheat,East,Sandy,718.65,26.02,66.62,6.71,92.86,76.18,34.37,0.9,3.654
Wheat,East,Clay,817.58,16.04,59.8,6.32,130.66,45.64,69.55,5.33,4.385
Wheat,South,Black,588.09,25.47,56.41,7.14,41.42,100.36,82.87,1.12,7.299
Wheat,North,Clay,582.36,18.04,60.22,6.78,164.05,36.85,123.05,2.62,7.397
Wheat,East,Loamy,583.45,21.26,93.73,6.47,97.64,72.81,113.06,2.94,6.247
Wheat,East,Clay,405.45,23.09,81.46,6.4,96.19,98.09,114.0,5.08,7.739
Wheat,North,Sandy,432.62,20.18,72.15,6.28,92.72,84.02,68.14,2.38,5.635
Wheat,West,Black,295.0,22.42,91.28,7.15,76.81,114.86,129.6,5.35,7.775
Wheat,Central,Loamy,533.62,24.25,68.2,6.95,49.09,104.1,88.62,7.52,6.128
Wheat,East,Black,729.74,24.57,76.81,7.76,49.36,39.64,60.92,4.08,4.528
Wheat,West,Sandy,788.78,22.71,76.72,6.68,95.06,104.04,118.89,5.12,5.385
Wheat,North,Clay,413.71,25.02,67.98,6.2,40.46,80.86,108.21,1.81,6.199
Wheat,West,Sandy,593.85,24.29,63.9,6.28,81.46,107.69,109.04,9.79,4.497
Wheat,East,Clay,451.4,20.7,87.88,6.24,58.88,70.61,59.55,9.02,3.017
Wheat,East,Alluvial,820.26,18.68,63.69,5.71,128.62,97.95,94.28,6.37,4.059
Wheat,South,Loamy,729.47,15.64,77.83,6.45,106.17,49.08,144.04,7.75,5.631
Wheat,North,Loamy,292.59,25.79,89.67,6.47,102.59,22.43,132.02,8.28,5.606
Wheat,Central,Black,529.31,20.86,69.78,7.17,118.35,46.76,106.93,4.43,7.187
Wheat,North,Loamy,738.26,22.73,69.94,6.44,160.25,87.51,84.11,7.62,5.271
Wheat,West,Sandy,592.73,18.83,71.74,6.69,67.16,59.86,144.68,7.49,5.553
Wheat,West,Sandy,644.81,26.58,79.06,6.4,98.4,34.27,116.43,6.8,5.234
Wheat,North,Black,454.02,16.48,67.57,6.94,82.5,66.1,83.16,2.48,5.877
Wheat,North,Black,596.03,19.58,66.63,6.72,103.23,84.28,90.5,3.77,6.681
Wheat,North,Clay,725.66,24.11,72.12,6.66,166.46,90.55,130.1,2.46,6.001
Wheat,Central,Black,647.58,21.35,58.51,7.07,50.7,28.41,123.95,7.39,3.541
Wheat,East,Sandy,585.74,17.57,60.2,6.8,60.71,28.72,109.91,7.05,4.104
Wheat,North,Clay,625.79,21.76,77.03,6.93,92.94,23.79,73.1,9.25,3.058
Wheat,Central,Clay,594.67,21.2,80.36,6.38,104.1,62.15,135.54,4.19,7.608
Wheat,South,Sandy,791.36,19.66,55.15,6.18,87.3,94.26,57.25,9.53,2.034
Wheat,South,Clay,542.39,26.44,58.76,6.64,90.23,63.56,56.84,8.21,3.557
Wheat,East,Sandy,631.0,20.67,68.25,6.67,164.69,113.79,107.88,3.15,5.989
Wheat,West,Clay,766.03,21.39,82.56,6.58,107.73,104.92,103.55,1.79,4.549
Wheat,West,Sandy,650.7,26.34,67.24,5.84,75.08,61.52,142.7,3.56,7.079
Wheat,Central,Loamy,518.51,17.46,76.93,5.95,110.16,88.49,95.06,7.07,6.038
Wheat,West,Clay,706.77,22.66,62.97,7.47,105.84,64.57,110.42,1.4,6.171
Wheat,South,Alluvial,599.92,19.01,87.97,5.53,150.98,57.58,68.21,4.71,6.199
Wheat,South,Black,466.96,16.97,49.09,6.42,107.54,109.87,55.06,4.9,7.585
Wheat,Central,Alluvial,339.39,19.2,79.12,7.26,66.6,81.68,130.21,3.32,7.006
Wheat,Central,Loamy,735.59,20.37,75.56,6.39,59.75,67.13,76.1,2.38,3.363
Wheat,East,Black,730.82,21.54,82.58,6.59,92.62,40.34,63.17,7.72,3.503
Wheat,South,Clay,825.07,20.38,55.29,6.18,66.14,38.43,128.92,1.74,4.9
Wheat,Central,Clay,544.54,13.98,62.85,6.95,105.57,65.7,90.16,2.42,7.286
Wheat,West,Clay,600.45,20.82,80.2,6.42,168.18,57.17,74.84,5.14,7.304
Wheat,South,Loamy,730.54,21.85,83.18,7.16,88.92,39.48,36.27,8.03,3.265
Wheat,East,Black,715.9,18.71,50.41,7.15,108.66,53.82,111.32,2.78,7.024
Wheat,Central,Black,529.14,20.95,83.68,7.02,137.76,60.38,81.05,2.65,7.064
Wheat,South,Sandy,555.83,16.82,73.89,6.46,57.01,91.95,78.65,2.17,5.542
Wheat,South,Sandy,622.95,22.03,73.74,6.72,159.86,86.14,125.24,4.6,7.519
Wheat,West,Sandy,720.23,21.52,88.06,6.49,147.52,107.3,44.45,4.61,6.087
Wheat,East,Sandy,611.14,20.71,72.54,6.4,69.97,79.39,48.21,7.87,2.665
Wheat,East,Black,656.09,16.06,80.34,6.63,125.01,56.42,81.95,6.63,6.049
Wheat,West,Loamy,475.45,23.73,58.15,6.12,76.2,76.68,91.41,1.19,6.369
Wheat,North,Black,527.5,21.02,73.13,6.17,154.52,77.0,118.27,1.84,7.609
Wheat,Central,Alluvial,342.3,16.44,73.3,6.46,99.88,87.19,120.94,8.84,6.266
Wheat,Central,Sandy,587.09,20.49,67.6,5.95,66.51,20.45,112.55,2.52,4.832
Wheat,South,Alluvial,540.72,22.71,72.82,7.63,90.72,58.6,56.84,7.58,3.433
Wheat,West,Alluvial,738.23,25.56,81.01,6.26,122.13,75.24,138.13,4.02,7.305
Wheat,Central,Alluvial,483.3,18.82,89.95,6.69,61.0,85.99,109.1,4.09,6.154
Wheat,North,Loamy,482.69,18.21,73.33,6.69,41.16,97.44,129.55,1.59,7.201
Wheat,South,Black,546.59,20.21,87.27,5.75,35.85,106.37,107.19,4.83,6.823
Wheat,Central,Sandy,358.01,27.01,89.57,6.58,158.88,38.73,73.81,7.73,7.198
Wheat,Central,Sandy,767.56,18.16,68.61,6.88,153.1,43.35,132.86,8.03,3.787
Wheat,Central,Black,607.05,20.18,53.42,7.24,164.93,45.18,137.59,4.76,6.327
Wheat,East,Sandy,718.44,15.22,61.16,6.92,70.54,36.62,94.79,3.63,5.298
Wheat,South,Sandy,313.86,18.32,76.22,6.92,91.62,36.65,66.14,0.94,5.533
Wheat,West,Clay,422.32,20.2,55.52,8.02,98.53,26.01,53.94,7.61,4.101
Wheat,North,Clay,549.06,17.2,90.52,7.03,79.93,112.12,120.83,7.1,6.59
Wheat,Central,Clay,346.64,16.08,63.05,5.83,166.27,72.8,67.6,6.65,6.46
Wheat,East,Black,534.05,16.93,80.94,6.5,48.48,71.67,47.91,3.34,4.731
Wheat,East,Loamy,487.68,22.62,92.84,6.14,89.07,71.12,123.25,5.5,7.537
Wheat,Central,Alluvial,545.44,21.8,57.8,7.01,40.48,58.32,95.04,1.83,5.382
Wheat,Central,Black,600.89,20.72,91.68,6.49,154.27,93.22,44.25,4.29,6.07
Wheat,South,Sandy,1095.73,22.15,53.48,6.69,41.87,57.83,78.64,6.92,1.1
Wheat,South,Black,580.12,21.34,57.91,7.06,118.74,104.74,39.62,3.21,7.688
Wheat,Central,Black,556.93,20.8,50.59,6.83,42.82,66.76,123.68,0.82,6.266
Wheat,East,Loamy,410.42,22.49,81.84,6.49,80.64,78.75,81.79,9.16,4.373
Wheat,Central,Loamy,393.77,17.35,70.19,6.04,115.95,114.86,63.72,5.25,8.089
Wheat,South,Alluvial,743.57,18.97,77.68,6.95,52.12,94.72,93.71,1.59,4.469
Wheat,South,Clay,707.25,20.75,49.74,6.61,44.64,109.6,44.11,8.05,3.535
Wheat,Central,Sandy,559.67,16.34,59.94,7.14,138.22,56.1,37.98,3.29,5.341
Wheat,West,Loamy,322.27,24.29,65.93,7.0,155.16,86.44,38.13,3.38,7.978
Wheat,West,Black,582.15,20.86,55.59,6.5,65.12,81.06,126.95,7.67,4.741
Wheat,Central,Alluvial,580.37,18.97,62.31,6.29,64.31,24.56,129.27,6.8,4.229
Wheat,East,Sandy,271.08,21.33,54.63,6.47,157.15,95.64,138.92,4.25,7.702
Wheat,Central,Clay,541.34,22.93,91.86,8.12,157.61,65.47,105.27,8.97,5.853
Wheat,West,Loamy,875.04,16.95,61.06,6.26,57.15,42.83,50.66,1.76,3.905
Wheat,East,Alluvial,696.17,16.25,82.32,6.51,105.25,30.39,56.31,3.89,5.004
Wheat,East,Sandy,616.62,22.57,88.23,6.91,140.16,36.92,85.08,8.31,4.27
Wheat,North,Clay,881.22,19.02,89.1,6.24,120.05,70.96,60.32,2.46,1.936
Wheat,East,Clay,850.67,22.94,83.54,5.99,146.71,85.08,122.55,9.5,3.598
Wheat,North,Clay,784.27,18.63,83.78,6.68,114.18,26.65,113.61,3.85,3.414
Wheat,West,Black,565.55,26.31,77.48,6.48,60.02,95.8,98.72,7.69,5.774
Wheat,Central,Sandy,870.94,19.51,69.34,6.21,73.53,47.7,121.47,8.16,2.155
Wheat,East,Alluvial,439.66,19.89,80.44,6.06,135.93,55.23,60.58,1.2,5.373
Wheat,East,Black,707.29,20.3,72.34,6.78,47.78,48.36,129.81,4.18,5.275
Wheat,South,Clay,845.62,25.27,73.04,6.79,63.02,28.97,38.43,1.89,4.935
Wheat,West,Clay,869.43,23.99,90.11,5.75,120.57,102.79,117.34,4.56,3.716
Wheat,West,Black,445.34,18.05,61.19,6.84,116.85,84.41,57.54,4.39,6.467
Wheat,Central,Black,512.06,16.85,63.61,6.93,125.93,62.82,53.68,5.39,5.487
Wheat,West,Loamy,717.0,24.21,63.85,6.3,89.61,55.11,37.22,2.71,3.984
Wheat,Central,Sandy,642.49,18.21,92.9,7.07,107.78,83.24,66.52,4.1,4.086
Wheat,West,Black,477.39,17.71,68.55,7.15,111.5,25.65,106.24,5.43,5.197
Wheat,West,Black,524.09,16.79,93.16,6.71,111.75,85.45,72.75,4.39,5.754
Wheat,East,Clay,623.14,26.19,87.71,6.59,97.05,30.76,113.82,5.59,5.701
Wheat,East,Black,718.79,18.44,53.05,6.78,127.78,35.03,110.5,1.28,5.809
Wheat,North,Loamy,748.1,16.89,68.72,7.48,65.47,86.48,73.1,4.98,3.682
Wheat,East,Clay,503.06,22.39,90.83,6.57,120.41,22.41,136.05,6.3,6.009
Wheat,Central,Alluvial,690.89,17.35,86.19,6.63,85.97,85.71,91.68,9.33,3.354
Wheat,North,Loamy,764.63,19.6,89.76,7.51,46.86,66.46,79.61,1.45,1.1
Wheat,West,Black,631.12,22.59,83.46,6.61,76.4,109.54,60.29,3.4,6.333
Wheat,West,Alluvial,844.01,15.83,65.71,6.65,43.76,54.08,102.19,2.07,3.433
Wheat,North,Alluvial,675.92,18.21,50.52,6.86,73.6,74.15,104.81,3.37,5.75
Wheat,Central,Sandy,499.12,24.0,53.02,6.69,159.57,38.3,92.86,2.5,7.709
Wheat,West,Loamy,587.84,24.99,83.85,7.38,96.47,71.3,69.12,3.39,4.415
Wheat,Central,Black,666.71,19.8,82.38,6.43,70.85,87.73,86.05,3.59,4.878
Wheat,West,Loamy,653.59,18.82,58.87,7.45,42.31,75.77,112.31,3.87,4.398
Wheat,West,Alluvial,411.75,17.55,52.09,5.95,141.59,89.25,107.61,1.95,8.651
Wheat,West,Clay,561.13,19.94,83.23,7.16,71.05,33.81,139.45,6.38,5.456
Wheat,Central,Alluvial,581.8,23.88,91.53,7.06,109.97,83.9,102.73,6.77,6.936
Wheat,South,Alluvial,577.37,16.36,65.18,6.67,132.45,39.99,122.33,1.46,6.837
Wheat,South,Sandy,709.15,20.32,90.06,6.86,143.13,74.26,56.9,6.99,4.602
Wheat,West,Clay,818.36,25.32,81.0,6.72,127.18,54.01,58.13,5.54,4.287
Wheat,South,Loamy,492.58,18.35,56.53,6.57,51.16,22.05,129.57,6.06,5.329
Wheat,Central,Black,513.49,18.98,48.53,6.06,121.72,110.78,37.34,7.89,5.772
Wheat,South,Alluvial,452.82,11.73,61.46,5.55,156.3,65.17,63.65,5.08,7.521
Wheat,South,Black,324.9,15.75,63.45,5.9,69.52,54.05,127.04,6.64,6.117
Wheat,West,Loamy,885.33,22.35,70.54,6.45,37.12,41.9,78.89,9.63,1.1
Wheat,South,Black,603.28,25.88,93.92,6.39,94.1,85.49,83.96,3.77,5.422
Wheat,South,Black,415.4,21.09,77.22,6.95,76.52,50.56,95.48,2.76,6.622
Wheat,North,Alluvial,492.14,22.4,79.72,6.28,46.27,107.22,64.13,4.5,6.757
Wheat,East,Sandy,335.74,13.62,56.84,6.75,158.21,41.79,35.67,1.75,7.02
Wheat,East,Loamy,823.63,22.71,88.92,6.38,105.47,80.64,123.01,1.62,5.193
Wheat,North,Black,740.2,19.08,91.78,6.5,146.56,36.29,41.03,5.26,4.146
Wheat,South,Clay,585.37,25.49,74.7,7.2,79.74,34.62,104.95,1.8,5.393
Wheat,West,Alluvial,582.33,23.5,78.09,6.28,43.17,104.71,110.46,8.96,5.084
Wheat,Central,Loamy,604.12,15.03,49.84,7.41,149.35,55.49,52.64,4.77,5.549
Wheat,East,Sandy,687.83,21.72,57.56,6.69,154.97,57.93,50.59,4.54,5.561
Wheat,South,Black,636.7,19.48,67.17,6.61,64.95,113.94,128.5,4.59,7.641
Wheat,South,Alluvial,577.22,15.52,71.53,6.57,166.37,35.48,133.12,7.6,6.339
Wheat,West,Clay,690.72,17.65,66.0,5.64,67.74,100.2,104.91,9.08,2.826
Wheat,East,Clay,425.99,13.72,88.67,6.43,120.6,71.6,50.5,5.47,5.557
Wheat,East,Sandy,749.6,20.78,59.01,6.86,138.36,37.03,67.77,9.55,2.581
Wheat,South,Alluvial,703.67,18.32,67.77,6.81,161.31,108.14,92.56,7.76,4.755
Wheat,South,Alluvial,358.35,14.23,82.21,7.39,86.41,37.47,132.19,6.77,6.659
Wheat,East,Clay,831.36,22.21,50.74,6.71,58.25,90.52,59.3,9.68,1.946
Wheat,East,Sandy,694.48,14.56,77.6,6.5,146.87,107.49,90.14,2.48,5.762
Wheat,North,Clay,593.01,29.35,62.59,6.6,39.67,94.59,119.2,3.57,7.686
Wheat,North,Black,860.32,16.25,83.14,6.97,121.52,21.08,142.83,7.08,3.751
Wheat,South,Sandy,787.1,17.0,77.28,7.01,141.95,19.33,50.67,1.43,3.187
Wheat,Central,Clay,320.14,18.34,50.6,7.27,56.56,113.79,84.26,2.18,8.33
Wheat,North,Sandy,609.78,17.81,48.98,7.21,116.65,28.17,129.29,7.15,3.416
Wheat,South,Alluvial,637.61,14.79,80.99,6.82,102.04,18.48,69.21,6.21,5.314
Wheat,East,Sandy,653.04,23.68,79.46,6.82,89.04,22.7,40.35,6.67,5.79
Wheat,North,Loamy,460.8,14.76,86.55,6.24,56.8,40.91,38.04,1.8,5.149
Wheat,West,Alluvial,552.57,24.34,86.1,6.59,147.59,36.63,97.0,2.58,6.003
